latitud,direccion,anio_de_inauguracion,provincia,web,espacio_cultural_id,fuente,observaciones,provincia_id,descripcion_de_patrimonio,localidad_id,codigo_postal,juridisccion,anio_de_creacion,mail,localidad,nombre,telefono,codigo_indicativo_telefono,longitud,categoria
-35.577998,Avda. Lastra y Muñiz,1941,Buenos Aires,,300116,DNPyM,,6,"Referidas a la zona Pampeana y a la localidad de Chascomús, desde sus orígenes hasta la actualidad: objetos de uso personal, vestimentas, mobiliario, adornos, pinturas, elementos religiosos, documentos, fotografías, armas, numismática, medallística, arte",6217010,B7130FRA,Municipal,1943,,Chascomus,Museo Pampeano,430982,2241,-58.017113,museos
-35.520171,Leopoldo Casal 3059,1968,Buenos Aires,,300658,DNPyM,,6,"Armas indígenas y de la época colonial; maquinaria rural, indumentaria gaucha, platería, artesanías de cuero crudo, herrería artística del siglo XIX; pertenencias de personalidades del quehacer regional, provincial y nacional; fauna de la laguna, paleont",6343030,B1987BDO,Municipal,1965,museoranchos@yahoo.com.ar,Ranchos,Museo Histórico De Ranchos Marta Inés Martínez,475477,2241,-58.318442,museos
-35.518814,Belgrano y Moreno,2003,Buenos Aires,,300659,DNPyM,,6,"Elementos utilizados por el ferrocarril, documentos, fotografías.",6343030,1987,Privada,2003,,Ranchos,Museo Ferroviario Ranchos,482002,2241,-58.312557,museos
-36.318665,Juan Bautista Selva 390,1940,Buenos Aires,,300330,DNPyM,,6,"Colecciones referidas al poblamiento del sudeste bonaerense, desde 1810 en adelante: historia, medallística, iconografía, documentos; objetos gauchescos; numismática argentina. Ornitología de la región. Carruajes antiguos. Artículos de labranza. Bibliote",6238010,B7100BIH,Provincial,,,Dolores,Museo Histórico Provincial Libres Del Sur,442730,2245,-57.675217,museos
-36.318642,Crámer 450,1991,Buenos Aires,,300331,DNPyM,,6,Colecciones que reflejan la historia del colegio.,6238010,B7100ADJ,Provincial,1990,,Dolores,Museo Del Colegio Nacional Aristóbulo Del Valle,446276,2245,-57.67285,museos
-37.252233,"Alameda 201 y Calle 303, Pinar del Norte",1991,Buenos Aires,,301007,DNPyM,,6,"Colecciones de documentos, fotografías, objetos y documentación relativa a inventos de la familia Gesell (Silvio y Carlos).",6868020,7165,Municipal,1986,,Villa Gesell,Museo Y Archivo Histórico Municipal,468624,2255,-56.961261,museos
-38.167505,Alvear 181,1960,Buenos Aires,,300517,DNPyM,,6,Geología de la zona; paleontología del cuaternario; arqueología de los períodos temprano y tardío.,6476030,B7635BWC,Privada,1963,,Loberia,Museo De Ciencias Naturales Gesué P. Noseda,442227,2261,-58.784647,museos
-37.85056,32 y 35 Emplazado en el Cerro el Triunfo,2008,Buenos Aires,,300050,DNPyM,,6,"El museo ofrece un área arqueológica/paleontológica: orígenes de Balcarce, historia del territorio, hallazgos; un área sociocultural: instituciones, fiestas del partido, etc. y un área fotográfica con exposición de imágenes",6063010,B7620CFA,Municipal,2008,,Balcarce,Museo Histórico Municipal,421800,2266,-58.255192,museos
-37.85056,Dardo Rocha y Bartolomé Mitre,1986,Buenos Aires,,300049,DNPyM,,6,"Colecciones dedicadas a rendir homenaje a Juan Manuel Fangio. Copas, medallas, trofeos y distintos presentes que recibiera desde 1936 hasta 1958. Se exhiben autos utilizados durante su campaña automovilística, junto con los de otros pilotos destacados.",6063010,B7620BGN,Privada,1986,fundfangio@telefax.com.ar,Balcarce,Museo Juan Manuel Fangio,425540,2266,-58.255192,museos
-36.781824,Bartolomé J. Ronco 654,1949,Buenos Aires,,300043,DNPyM,,6,"Platería Mapuche; material arqueológico de los antiguos pobladores de la zona; objetos regionales de uso rural y urbano; documentación referente a las comandancias de frontera y a la repartición de tierras; pinacoteca. Platería criolla, cerámica de Perú",6049020,B7300XAA,Privada,1949,museoazul@yahoo.com,Azul,Museo Etnográfico Y Archivo Histórico Enrique Squirru,434811,2281,-59.858636,museos
-36.354957,Avda. Belgrano 225,1946,Buenos Aires,,300910,DNPyM,,6,"Historia de la fundación de Tapalqué; óleos de principios de siglo; cultura Mapuche; artesanías y objetos indígenas y gauchescos; paleontología del cuaternario, armas relacionadas con la conquista del desierto(1833-1879), arte religioso.",6798020,B7303BIC,Municipal,,,Tapalqué,Museo Y Centro De Cultura,420551,2283,-60.024454,museos
-38.288378,"Vivero Bosque ""Florentino Ameghino""",1977,Buenos Aires,,300564,DNPyM,,6,"Paleontología del Pleistoceno, arqueología de indios Pampas y ciencias naturales correspondientes al partido de General Alvarado; fotografías y objetos pertenecientes a pobladores de Miramar. Carruajes.",6280040,7607,Municipal,,,Miramar,Museo Municipal Punta Hermengo,15415324,2291,-57.849794,museos
-37.3304,Chacabuco 357,1941,Buenos Aires,,300908,DNPyM,,6,"Obras de arte de artistas argentinos y extranjeros. Pintura: retratos, bodegones, europea siglos XVII/XIX, Cubismo; esculturas, arte egipcio, porcelana china y mobiliario francés del siglo XVIII. Esculturas.",6791050,B7000AKI,Municipal,1942,museotandil@hotmail.com,Tandil,Museo Municipal De Bellas Artes De Tandil (Mumbat),432067,2293,-59.1375,museos
-38.717614,Maciel 555,1969,Buenos Aires,,300308,DNPyM,,6,"Objetos de uso doméstico y comercial, fotografías, documentos de los primeros pobladores (1890); Ciencias Naturales. Material paleontológico, herramientas líticas.",6189030,B8150CSK,Municipal,1967,,Coronel Dorrego,Museo Regional Dr. Carlos Funes Derieul,409228,2921,-61.288043,museos
-37.3207,4 de Abril 845,1967,Buenos Aires,,300909,DNPyM,,6,"Elementos utilizados en la conquista del desierto. Objetos relacionados con el gaucho y la actividad rural. Carruajes: galeras, volantas, carros, automóviles. Material ferroviario. Aeronáutica Argentina y mundial. Documentos históricos.",6791050,B7000BAI,Privada,1967,museodelfuerte@yahoo.com.ar,Tandil,Museo Histórico Fuerte Independencia,435573,2293,-59.1311,museos
-36.778364,Avda. San Martín 155,1962,Buenos Aires,,300660,DNPyM,,6,"Pinturas, esculturas, grabados y dibujos de artistas argentinos contemporáneos.",6672010,B7203BPB,Municipal,1962,,Rauch,Museo Municipal De Artes Plásticas Faustino Jorge Bonadeo,443249,2297,-59.093311,museos
-38.102089,Gral. Paz 51,,Buenos Aires,,300936,DNPyM,,6,"Colecciones referidas principalmente al tema gauchesco; arqueología de los grupos que poblaron la región; objetos históricos sobre la conquista del desierto, la colonización y de Ernesto Tornquist.",6819040,B8160AWA,Municipal,1986,mspialtini@yahoo.com.ar,Tornquist,Museo Histórico Regional Fuerte Argentino,4940810,231,-62.224189,museos
-35.441762,Libertad 1191,1920,Buenos Aires,www.portaldel9.com.ar/museo9dejulio,300003,DNPyM,,6,"Documentos históricos desde la fundación de la ciudad hasta el presente; libros, mobiliario, armas, numismática, medallística obras de arte y otros objetos.",6588100,B6500EVL,Municipal,1920,archivoymuseo@yahoo.com.ar,9 de Julio,Archivo Y Museo Histórico Gral. Julio De Vedia,425279,2317,-60.887598,museos
-34.573023,"Calle Lavalle 917, Entre Lezica y Torrezuri",1927,Buenos Aires,,300522,DNPyM,,6,"Historia nacional desde el período prehispánico hasta 1930 aproximadamente. Mobiliario, armas, indumentaria, documentos, pinturas, platería, imaginería religiosa, carruajes, etc. Arqueología de la zona Andina, etnografía Americana.",6497060,B6700ANU,Provincial,1917,,Lujan,Complejo Museográfico Provincial Enrique Udaondo,420245,2323,-59.109553,museos
-34.5637,9 de Julio 863,1963,Buenos Aires,,300523,DNPyM,,6,Predominan las obras de plásticos contemporáneos.,6497060,B6700CDM,Municipal,1965,,Lujan,Museo Municipal De Bellas Artes Fernán Félix De Amador,420755,2323,-59.1205,museos
-34.295469,Bolívar 338,2007,Buenos Aires,,300084,DNPyM,,6,"Contiene un amplio abanico que abarca desde el arte Napolitano pasando por un 80 % del arte Hispano-Americano terminando con obras contemporáneas y populares de fines del S. XIX y principios del XX. Contiene pinturas, imágenes, muebles ligados al catolic",6266020,B2812AVH,Privada,,,Capilla del Señor,Museo De Arte Sacro Amalia Sosa Palacio De Carol,492981,2323,-59.100659,museos
-34.247423,Alvear 521,1969,Buenos Aires,,300755,DNPyM,,6,"Pinacoteca de artistas argentinos, artesanías pampeanas; documentos y objetos personales de Don Segundo Sombra, elementos de uso gauchesco y religioso; obra plástica gauchesca de Osvaldo Gasparini y de su hijo lLis Leonardo",6735020,B2760ADK,Privada,1969,,San Antonio de Areco,Museo Evocativo Y De Bellas Artes Osvaldo Gasparini,454243,2326,-59.468823,museos
-34.252753,Camino Ricardo Güiraldes S/N,1938,Buenos Aires,,300756,DNPyM,,6,"Objetos personales, primeras ediciones y manuscritos de las obras de Ricardo Güiraldes. Pinacoteca de temas gauchescos, de Figari, Sívori, Güiraldes, etc. Pulpería ambientada y Tahona.",6735020,2760,Municipal,1941,,San Antonio de Areco,Parque Criollo Y Museo Gauchesco Ricardo Güiraldes,455839,2326,-59.470872,museos
-34.243119,Lavalle 363,,Buenos Aires,,300753,DNPyM,,6,"Oleos, acuarelas, grabados, dibujos, esculturas y elementos de xilografía, carbonilla de artistas regionales y nacionales.",6735020,B2760BME,Municipal,1905,,San Antonio de Areco,Museo De Artes Plásticas Juan B. Tapia,456202,2326,-59.47406,museos
-34.242521,Alsina 66,,Buenos Aires,,300754,DNPyM,,6,"Piezas que hacen a la historia, usos y costumbres de la localidad.",6735020,B2760ACB,Municipal,1992,usinavieja@hotmail.com,San Antonio de Areco,Centro Cultural Y Museo Usina Vieja,456202,2326,-59.474494,museos
-34.891366,Bolívar 319,1962,Buenos Aires,,300119,DNPyM,,6,"Colección de obras de arte, pinturas, esculturas, dibujos, grabados, fotografías, tapices de autores locales y nacionales.",6224010,B6620HBG,Municipal,1944,culturachivilcoy@hotmail.com,Chivilcoy,Museo De Artes Plásticas Pompeo Boggio,422113,2346,-60.022753,museos
-34.900377,9 de Julio 177,1943,Buenos Aires,,300120,DNPyM,,6,"Reúne bienes vinculados con la historia dChivilcoy y su vida cotidiana, con especial énfasis en colecciones relacionadas con el trabajo agrícola - ganadero, comercial y artesanal. Funciona, junto al museo arqueológico.",6224010,B6620FKC,Municipal,1943,,Chivilcoy,Museo Histórico Municipal F. A. Castagnino,422185,2346,-60.018883,museos
